Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Purchase_Amount_clipped,Purchase_Date,Purchase_Year,Purchase_Month,Purchase_Month_Name,Purchase_DayOfWeek,Purchase_Hour,is_repeat_customer,RFM_segment,Discount_Sensitivity_Bucket,Decision_Speed
23-985-3535,26,Male,High,Single,Master's,Middle,Monrovia,Food & Beverages,382.49,6,In-Store,4,2,2.0,Unknown,Very Sensitive,2,3,Medium,Tablet,Debit Card,2024-02-01,True,False,Impulsive,No Preference,1,382.49,2024-02-01,2024,2,February,Thursday,0,0,At Risk,Very Sensitive,Fast
67-939-2463,28,Male,Middle,Divorced,Master's,High,Kristinehamn,Travel & Leisure (Flights,255.42,9,Mixed,5,5,2.0,Unknown,Somewhat Sensitive,1,9,Unknown,Tablet,PayPal,2024-07-01,True,True,Impulsive,Standard,11,255.42,2024-07-01,2024,7,July,Monday,0,0,At Risk,Somewhat Sensitive,Medium
03-623-6767,48,Female,Middle,Single,High School,High,Huancabamba,Toys & Games,423.23,12,In-Store,3,3,2.0,High,Somewhat Sensitive,0,7,Low,Tablet,Debit Card,2024-11-05,False,False,Planned,Standard,6,423.23,2024-11-05,2024,11,November,Tuesday,0,0,Loyal,Somewhat Sensitive,Medium
03-827-4021,39,Male,High,Divorced,Bachelor's,Middle,Moate,Groceries,129.82,12,Mixed,1,2,0.0,High,Not Sensitive,2,1,High,Tablet,Cash,2024-06-03,False,False,Impulsive,Standard,8,129.82,2024-06-03,2024,6,June,Monday,0,0,Low Value,Not Sensitive,Medium
21-821-6398,50,Female,Middle,Divorced,Bachelor's,High,Xinquan,Toys & Games,142.02,7,In-Store,1,5,0.0,Low,Very Sensitive,1,9,Medium,Desktop,Cash,2024-07-09,True,False,Impulsive,Standard,3,142.02,2024-07-09,2024,7,July,Tuesday,0,0,Low Value,Very Sensitive,Fast
54-936-4361,34,Agender,High,Single,Bachelor's,High,Paris 17,Hotels,182.89,2,Mixed,5,3,1.0,Low,Not Sensitive,1,9,Low,Smartphone,PayPal,2024-08-12,False,False,Wants-based,Express,5,182.89,2024-08-12,2024,8,August,Monday,0,0,At Risk,Not Sensitive,Medium
36-274-5269,27,Male,Middle,Married,Master's,High,Ponte,Hotels,291.09,11,Online,2,2,2.0,Unknown,Somewhat Sensitive,0,9,High,Smartphone,PayPal,2024-10-06,True,False,Need-based,No Preference,1,291.09,2024-10-06,2024,10,October,Sunday,0,0,Potential Loyalists,Somewhat Sensitive,Fast
37-748-4988,21,Male,Middle,Married,High School,High,Radā‘,Furniture,103.4,9,In-Store,4,1,2.0,High,Not Sensitive,1,9,Medium,Smartphone,Debit Card,2024-11-04,True,False,Planned,Standard,9,103.4,2024-11-04,2024,11,November,Monday,0,0,At Risk,Not Sensitive,Medium
60-073-3575,30,Male,Middle,Widowed,Bachelor's,Middle,Ełk,Books,276.77,2,Mixed,1,1,2.0,Low,Very Sensitive,1,2,High,Smartphone,Cash,2024-03-03,True,True,Wants-based,No Preference,4,276.77,2024-03-03,2024,3,March,Sunday,0,0,Low Value,Very Sensitive,Fast
97-237-3483,49,Male,Middle,Single,High School,Middle,Moju,Health Care,190.25,6,Mixed,4,2,2.0,Unknown,Very Sensitive,2,9,Unknown,Tablet,PayPal,2024-06-03,False,False,Planned,Express,13,190.25,2024-06-03,2024,6,June,Monday,0,0,Low Value,Very Sensitive,Slow
93-675-1619,28,Female,Middle,Married,Master's,Middle,Vília,Animal Feed,203.49,7,In-Store,4,1,2.0,Medium,Not Sensitive,1,8,High,Tablet,Cash,2024-08-10,False,True,Need-based,Express,11,203.49,2024-08-10,2024,8,August,Saturday,0,0,At Risk,Not Sensitive,Medium
33-200-7615,40,Female,High,Divorced,Bachelor's,Middle,Jiangmen,Arts & Crafts,247.3,2,In-Store,4,4,2.0,Low,Very Sensitive,0,1,Medium,Desktop,Credit Card,2024-02-08,True,True,Wants-based,No Preference,11,247.3,2024-02-08,2024,2,February,Thursday,0,0,Low Value,Very Sensitive,Medium
34-016-7909,42,Male,High,Married,High School,Middle,Osorno,Office Supplies,131.85,4,Mixed,5,4,2.0,Low,Somewhat Sensitive,1,5,Medium,Smartphone,Debit Card,2024-01-04,True,False,Need-based,No Preference,6,131.85,2024-01-04,2024,1,January,Thursday,0,0,Low Value,Somewhat Sensitive,Medium
70-207-6999,36,Female,High,Divorced,High School,Middle,Dakingari,Office Supplies,383.33,6,Online,3,4,2.0,Medium,Very Sensitive,1,3,Unknown,Smartphone,Credit Card,2024-08-05,False,False,Planned,Standard,12,383.33,2024-08-05,2024,8,August,Monday,0,0,Potential Loyalists,Very Sensitive,Slow
71-780-8195,26,Female,High,Widowed,Bachelor's,High,Selasari,Toys & Games,212.08,8,In-Store,5,5,2.0,Low,Very Sensitive,1,9,Unknown,Tablet,Credit Card,2024-05-07,False,False,Need-based,Standard,13,212.08,2024-05-07,2024,5,May,Tuesday,0,0,Low Value,Very Sensitive,Slow
83-670-9273,27,Female,High,Widowed,Master's,High,Al Khānkah,Clothing,245.04,4,Online,3,2,0.0,High,Not Sensitive,2,6,High,Tablet,Other,2024-12-03,True,True,Need-based,Standard,10,245.04,2024-12-03,2024,12,December,Tuesday,0,0,Potential Loyalists,Not Sensitive,Medium
41-009-7879,27,Female,High,Married,High School,Middle,Anyang,Hotels,156.5,5,Mixed,1,1,1.0,High,Very Sensitive,0,3,High,Desktop,Other,2024-01-10,True,False,Wants-based,Standard,14,156.5,2024-01-10,2024,1,January,Wednesday,0,0,Low Value,Very Sensitive,Slow
41-854-0707,21,Female,Middle,Widowed,Master's,Middle,Cibaregbeg,Sports & Outdoors,170.35,10,In-Store,2,1,1.0,Medium,Very Sensitive,1,10,Low,Desktop,Cash,2024-06-03,True,True,Need-based,Standard,1,170.35,2024-06-03,2024,6,June,Monday,0,0,Low Value,Very Sensitive,Fast
31-088-6950,27,Female,Middle,Single,Master's,High,Hengshi,Furniture,116.14,11,Mixed,1,4,1.0,High,Somewhat Sensitive,0,8,Medium,Desktop,Credit Card,2024-04-01,False,True,Wants-based,Express,14,116.14,2024-04-01,2024,4,April,Monday,0,0,Low Value,Somewhat Sensitive,Slow
43-616-8365,29,Female,Middle,Single,Master's,High,Kandangan,Jewelry & Accessories,483.38,9,Online,2,1,0.0,High,Somewhat Sensitive,2,3,High,Desktop,Other,2024-06-09,False,True,Need-based,Standard,8,483.38,2024-06-09,2024,6,June,Sunday,0,0,Potential Loyalists,Somewhat Sensitive,Medium
18-263-0366,33,Female,Middle,Divorced,Bachelor's,Middle,Abiko,Books,139.83,12,Online,2,4,2.0,Unknown,Not Sensitive,0,1,Unknown,Tablet,Cash,2024-10-08,False,False,Impulsive,Express,10,139.83,2024-10-08,2024,10,October,Tuesday,0,0,At Risk,Not Sensitive,Medium
25-502-1415,38,Female,High,Married,Master's,Middle,Longhuashan,Arts & Crafts,54.17,4,Mixed,4,5,0.0,Medium,Somewhat Sensitive,2,2,Medium,Desktop,Credit Card,2024-01-11,False,True,Planned,No Preference,7,54.6317,2024-01-11,2024,1,January,Thursday,0,0,Low Value,Somewhat Sensitive,Medium
32-338-5967,32,Male,Middle,Widowed,Bachelor's,High,Lebak,Hotels,113.57,5,Online,4,4,2.0,Medium,Very Sensitive,1,1,High,Tablet,Cash,2024-11-01,False,True,Wants-based,Standard,8,113.57,2024-11-01,2024,11,November,Friday,0,0,At Risk,Very Sensitive,Medium
94-212-7169,23,Female,High,Divorced,High School,High,Yonghe,Food & Beverages,339.12,2,In-Store,4,4,0.0,Medium,Not Sensitive,0,5,Low,Smartphone,PayPal,2024-01-08,False,False,Impulsive,No Preference,1,339.12,2024-01-08,2024,1,January,Monday,0,0,At Risk,Not Sensitive,Fast
00-265-0556,20,Female,Middle,Widowed,High School,Middle,Qiryat Yam,Furniture,68.02,10,Online,3,2,1.0,Unknown,Very Sensitive,1,6,Unknown,Tablet,Credit Card,2024-11-01,True,True,Need-based,Express,6,68.02,2024-11-01,2024,11,November,Friday,0,0,At Risk,Very Sensitive,Medium
12-699-6543,49,Male,Middle,Widowed,Bachelor's,Middle,Celso Ramos,Clothing,214.59,6,Online,1,1,0.0,Unknown,Somewhat Sensitive,1,8,Low,Tablet,Other,2024-02-09,True,False,Wants-based,Standard,9,214.59,2024-02-09,2024,2,February,Friday,0,0,Low Value,Somewhat Sensitive,Medium
23-085-0811,43,Female,High,Widowed,Master's,High,Da’an,Health Care,345.49,9,Mixed,3,1,2.0,High,Not Sensitive,0,10,Medium,Tablet,PayPal,2024-09-06,True,False,Impulsive,Express,3,345.49,2024-09-06,2024,9,September,Friday,0,0,Potential Loyalists,Not Sensitive,Fast
82-671-7236,28,Female,Middle,Divorced,Bachelor's,High,Ābdānān,Home Appliances,494.34,12,Online,5,3,0.25,High,Very Sensitive,1,8,Low,Desktop,Debit Card,2024-03-03,False,False,Wants-based,Express,3,494.34,2024-03-03,2024,3,March,Sunday,0,0,Potential Loyalists,Very Sensitive,Fast
42-674-3987,29,Genderqueer,Middle,Married,Master's,High,Dafeng,Animal Feed,443.52,5,In-Store,5,3,0.0,Unknown,Somewhat Sensitive,0,7,Low,Tablet,Cash,2024-05-10,True,False,Need-based,Standard,9,443.52,2024-05-10,2024,5,May,Friday,0,0,Potential Loyalists,Somewhat Sensitive,Medium
48-825-0400,38,Male,Middle,Single,Master's,High,Sävedalen,Books,407.88,4,In-Store,1,3,1.0,Unknown,Very Sensitive,1,10,Medium,Tablet,Cash,2024-11-11,False,False,Planned,Standard,14,407.88,2024-11-11,2024,11,November,Monday,0,0,Loyal,Very Sensitive,Slow
91-724-4633,45,Male,Middle,Married,High School,High,La Unión,Luxury Goods,146.07,7,In-Store,4,2,1.0,Low,Very Sensitive,1,6,Unknown,Tablet,Credit Card,2024-07-07,True,True,Need-based,Standard,1,146.07,2024-07-07,2024,7,July,Sunday,0,0,Low Value,Very Sensitive,Fast
38-912-1128,38,Female,Middle,Widowed,High School,Middle,Béja,Gardening & Outdoors,301.6,4,Mixed,4,5,1.0,Low,Not Sensitive,2,10,High,Desktop,Credit Card,2024-03-11,False,False,Impulsive,Standard,13,301.6,2024-03-11,2024,3,March,Monday,0,0,At Risk,Not Sensitive,Slow
07-751-9620,23,Polygender,Middle,Widowed,Bachelor's,High,Ferreira do Alentejo,Software & Apps,297.45,3,Mixed,1,5,0.0,Medium,Very Sensitive,0,7,Low,Tablet,Debit Card,2024-07-07,False,False,Planned,No Preference,4,297.45,2024-07-07,2024,7,July,Sunday,0,0,Potential Loyalists,Very Sensitive,Fast
19-885-2597,42,Male,High,Widowed,Master's,Middle,La Montañita,Health Supplements,239.46,3,Mixed,3,1,0.0,Low,Not Sensitive,2,8,High,Desktop,Other,2024-08-04,True,True,Planned,Standard,7,239.46,2024-08-04,2024,8,August,Sunday,0,0,At Risk,Not Sensitive,Medium
82-389-2029,28,Female,High,Widowed,High School,High,Sarishābāri,Gardening & Outdoors,240.82,10,Mixed,1,3,2.0,High,Somewhat Sensitive,0,3,Medium,Tablet,PayPal,2024-01-02,True,False,Planned,No Preference,8,240.82,2024-01-02,2024,1,January,Tuesday,0,0,Low Value,Somewhat Sensitive,Medium
97-463-0048,44,Female,Middle,Single,Master's,High,Mangge,Sports & Outdoors,302.07,6,Mixed,1,5,1.0,Medium,Not Sensitive,2,5,Medium,Desktop,Other,2024-04-09,True,False,Planned,Express,13,302.07,2024-04-09,2024,4,April,Tuesday,0,0,At Risk,Not Sensitive,Slow
77-761-7475,28,Female,Middle,Divorced,Bachelor's,High,Berezna,Packages),204.44,2,Mixed,5,3,2.0,Unknown,Somewhat Sensitive,1,3,High,Desktop,Debit Card,2024-12-01,False,True,Impulsive,Standard,13,204.44,2024-12-01,2024,12,December,Sunday,0,0,Potential Loyalists,Somewhat Sensitive,Slow
23-752-2213,36,Male,Middle,Widowed,Master's,Middle,Níkaia,Books,182.72,5,Online,2,1,2.0,High,Very Sensitive,1,7,Unknown,Desktop,Other,2024-06-04,False,False,Impulsive,No Preference,13,182.72,2024-06-04,2024,6,June,Tuesday,0,0,Low Value,Very Sensitive,Slow
84-765-0748,34,Female,Middle,Widowed,High School,High,Hoolt,Jewelry & Accessories,351.36,2,In-Store,5,3,2.0,High,Very Sensitive,2,6,Unknown,Desktop,Other,2024-02-09,False,True,Need-based,Standard,7,351.36,2024-02-09,2024,2,February,Friday,0,0,At Risk,Very Sensitive,Medium
54-207-8349,40,Male,High,Single,Bachelor's,Middle,San Luis,Baby Products,333.63,8,Mixed,4,5,2.0,Unknown,Very Sensitive,2,2,High,Smartphone,Other,2024-12-05,False,False,Need-based,Express,14,333.63,2024-12-05,2024,12,December,Thursday,0,0,Loyal,Very Sensitive,Slow
52-005-9914,28,Male,High,Married,Bachelor's,High,Kanoni,Mobile Accessories,207.52,4,In-Store,3,4,1.0,Low,Not Sensitive,1,8,High,Desktop,Debit Card,2024-08-06,False,False,Impulsive,No Preference,2,207.52,2024-08-06,2024,8,August,Tuesday,0,0,At Risk,Not Sensitive,Fast
26-596-5461,46,Female,High,Single,Master's,Middle,Payapa,Electronics,170.77,9,Online,5,2,1.0,Medium,Somewhat Sensitive,2,1,Low,Smartphone,Credit Card,2024-08-04,False,False,Impulsive,No Preference,4,170.77,2024-08-04,2024,8,August,Sunday,0,0,At Risk,Somewhat Sensitive,Fast
20-157-8631,44,Female,High,Divorced,Master's,High,Rat Burana,Electronics,63.91,2,Online,1,4,2.0,Unknown,Not Sensitive,0,6,Medium,Smartphone,Cash,2024-01-12,False,True,Planned,No Preference,12,63.91,2024-01-12,2024,1,January,Friday,0,0,Low Value,Not Sensitive,Slow
55-846-2579,47,Male,Middle,Divorced,Bachelor's,High,Kiev,Software & Apps,378.14,6,Mixed,2,2,1.0,Medium,Very Sensitive,1,6,High,Smartphone,PayPal,2024-09-04,False,False,Wants-based,Standard,7,378.14,2024-09-04,2024,9,September,Wednesday,0,0,Potential Loyalists,Very Sensitive,Medium
83-455-7266,37,Female,Middle,Married,Bachelor's,Middle,Créteil,Toys & Games,235.84,9,Mixed,5,2,0.0,Unknown,Very Sensitive,2,3,Unknown,Desktop,Cash,2024-08-03,False,False,Planned,No Preference,14,235.84,2024-08-03,2024,8,August,Saturday,0,0,At Risk,Very Sensitive,Slow
67-599-9267,47,Male,High,Widowed,High School,Middle,Lomintsevskiy,Arts & Crafts,164.44,5,In-Store,5,1,2.0,Low,Somewhat Sensitive,1,10,High,Smartphone,Other,2024-04-08,False,False,Impulsive,No Preference,5,164.44,2024-04-08,2024,4,April,Monday,0,0,Low Value,Somewhat Sensitive,Medium
60-198-5417,27,Female,High,Single,Bachelor's,High,Celso Ramos,Software & Apps,280.2,3,In-Store,4,2,0.0,Medium,Somewhat Sensitive,2,7,Unknown,Desktop,Other,2024-12-03,False,False,Need-based,No Preference,13,280.2,2024-12-03,2024,12,December,Tuesday,0,0,Loyal,Somewhat Sensitive,Slow
61-951-7929,32,Male,Middle,Divorced,High School,High,Bamut,Health Supplements,454.15,11,In-Store,2,1,1.0,High,Not Sensitive,1,8,High,Smartphone,Cash,2024-12-08,True,True,Planned,Express,13,454.15,2024-12-08,2024,12,December,Sunday,0,0,Loyal,Not Sensitive,Slow
61-212-1117,42,Male,Middle,Divorced,Bachelor's,Middle,Pader Palwo,Packages),419.13,4,Mixed,3,5,1.0,Unknown,Not Sensitive,0,1,Unknown,Smartphone,Cash,2024-08-03,False,True,Wants-based,Express,6,419.13,2024-08-03,2024,8,August,Saturday,0,0,Potential Loyalists,Not Sensitive,Medium
09-443-7536,37,Female,High,Single,Bachelor's,High,Maurisu,Jewelry & Accessories,183.86,5,Mixed,1,1,2.0,Medium,Not Sensitive,1,4,Low,Smartphone,Debit Card,2024-10-07,False,True,Wants-based,Standard,3,183.86,2024-10-07,2024,10,October,Monday,0,0,Potential Loyalists,Not Sensitive,Fast
53-380-3968,43,Female,High,Widowed,Bachelor's,High,Qingyun,Food & Beverages,427.82,9,In-Store,5,5,0.0,Medium,Somewhat Sensitive,1,2,Medium,Desktop,PayPal,2024-04-04,True,False,Wants-based,No Preference,14,427.82,2024-04-04,2024,4,April,Thursday,0,0,Potential Loyalists,Somewhat Sensitive,Slow
12-440-5464,28,Male,Middle,Divorced,Master's,Middle,Ndungu,Electronics,215.31,7,Online,5,5,2.0,Medium,Somewhat Sensitive,1,8,Medium,Smartphone,Other,2024-04-09,False,True,Impulsive,No Preference,7,215.31,2024-04-09,2024,4,April,Tuesday,0,0,Low Value,Somewhat Sensitive,Medium
35-418-0288,48,Female,High,Divorced,High School,Middle,Spasskoye,Baby Products,198.73,10,In-Store,1,5,2.0,High,Very Sensitive,1,5,Unknown,Desktop,Other,2024-02-02,True,False,Impulsive,Standard,4,198.73,2024-02-02,2024,2,February,Friday,0,0,Low Value,Very Sensitive,Fast
31-060-2716,27,Male,Middle,Divorced,Bachelor's,Middle,High Point,Groceries,441.87,3,Mixed,1,2,1.0,High,Somewhat Sensitive,0,10,Medium,Smartphone,PayPal,2024-09-10,True,False,Wants-based,No Preference,13,441.87,2024-09-10,2024,9,September,Tuesday,0,0,Potential Loyalists,Somewhat Sensitive,Slow
28-874-8938,46,Male,High,Married,High School,High,Phong Điền,Office Supplies,266.9,11,Mixed,4,2,2.0,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,2024-07-01,False,True,Wants-based,Express,13,266.9,2024-07-01,2024,7,July,Monday,0,0,At Risk,Not Sensitive,Slow
89-625-5542,38,Female,Middle,Divorced,Bachelor's,High,Mirów,Electronics,269.84,4,In-Store,5,4,0.0,Low,Not Sensitive,2,9,Low,Tablet,Credit Card,2024-05-04,True,True,Wants-based,No Preference,2,269.84,2024-05-04,2024,5,May,Saturday,0,0,Low Value,Not Sensitive,Fast
07-966-8728,23,Male,Middle,Married,Master's,High,Franceville,Home Appliances,334.22,8,Online,2,2,2.0,Unknown,Very Sensitive,2,8,Unknown,Tablet,Cash,2024-03-02,False,False,Need-based,Standard,1,334.22,2024-03-02,2024,3,March,Saturday,0,0,At Risk,Very Sensitive,Fast
77-178-6086,42,Female,Middle,Single,Master's,Middle,Gueltat Zemmour,Toys & Games,332.67,8,In-Store,1,4,2.0,Medium,Somewhat Sensitive,1,2,High,Smartphone,Other,2024-12-11,False,True,Impulsive,Express,4,332.67,2024-12-11,2024,12,December,Wednesday,0,0,Loyal,Somewhat Sensitive,Fast
60-470-3563,29,Male,Middle,Married,Bachelor's,Middle,Malasin,Gardening & Outdoors,498.33,2,Online,3,5,2.0,Medium,Very Sensitive,1,9,Medium,Smartphone,PayPal,2024-05-08,True,True,Wants-based,Express,1,496.4216,2024-05-08,2024,5,May,Wednesday,0,0,Potential Loyalists,Very Sensitive,Fast
90-322-7329,44,Female,High,Widowed,High School,Middle,Buensuseso,Luxury Goods,312.93,2,In-Store,2,2,1.0,High,Very Sensitive,0,7,Unknown,Smartphone,PayPal,2024-08-04,True,True,Wants-based,No Preference,3,312.93,2024-08-04,2024,8,August,Sunday,0,0,Potential Loyalists,Very Sensitive,Fast
28-395-9872,38,Male,High,Married,Master's,Middle,Blantyre,Hotels,65.68,4,In-Store,4,4,0.0,Medium,Not Sensitive,0,8,Medium,Smartphone,Other,2024-05-07,False,False,Impulsive,Standard,12,65.68,2024-05-07,2024,5,May,Tuesday,0,0,Low Value,Not Sensitive,Slow
27-543-7069,37,Male,Middle,Divorced,Master's,High,Cockburn Town,Home Appliances,107.21,2,Online,4,2,1.0,Unknown,Not Sensitive,2,9,Medium,Desktop,Other,2024-08-05,True,True,Planned,Standard,6,107.21,2024-08-05,2024,8,August,Monday,0,0,Low Value,Not Sensitive,Medium
96-079-9597,31,Genderfluid,High,Single,Master's,Middle,Maslog,Home Appliances,148.98,12,Online,5,1,2.0,Unknown,Very Sensitive,0,8,Low,Tablet,Debit Card,2024-08-11,True,True,Wants-based,Standard,13,148.98,2024-08-11,2024,8,August,Sunday,0,0,Low Value,Very Sensitive,Slow
82-014-2564,33,Male,High,Married,High School,Middle,Yelyzavethradka,Groceries,461.34,4,In-Store,3,1,0.0,High,Somewhat Sensitive,1,9,Low,Desktop,Cash,2024-03-06,False,True,Wants-based,Express,7,461.34,2024-03-06,2024,3,March,Wednesday,0,0,Potential Loyalists,Somewhat Sensitive,Medium
55-620-7906,21,Male,High,Divorced,High School,Middle,Kiambu,Software & Apps,264.52,9,Online,3,3,1.0,Unknown,Not Sensitive,0,10,Unknown,Smartphone,Debit Card,2024-04-02,True,True,Planned,No Preference,6,264.52,2024-04-02,2024,4,April,Tuesday,0,0,Low Value,Not Sensitive,Medium
86-268-2904,49,Male,High,Widowed,High School,Middle,Pindiga,Jewelry & Accessories,158.84,6,Online,2,1,1.0,Unknown,Not Sensitive,1,8,Low,Desktop,Cash,2024-07-12,True,True,Need-based,Express,5,158.84,2024-07-12,2024,7,July,Friday,0,0,Low Value,Not Sensitive,Medium
76-910-2337,23,Polygender,Middle,Widowed,Master's,High,Krajan Baru,Toys & Games,92.43,12,Mixed,4,1,0.0,Medium,Somewhat Sensitive,2,9,Unknown,Smartphone,Other,2024-12-05,False,True,Need-based,Standard,6,92.43,2024-12-05,2024,12,December,Thursday,0,0,Potential Loyalists,Somewhat Sensitive,Medium
56-719-7145,48,Female,High,Married,Master's,Middle,Jinqiao,Clothing,333.15,9,Mixed,1,5,1.0,High,Very Sensitive,1,8,High,Smartphone,Other,2024-08-12,False,False,Impulsive,Standard,14,333.15,2024-08-12,2024,8,August,Monday,0,0,Potential Loyalists,Very Sensitive,Slow
14-025-2335,19,Male,Middle,Divorced,Master's,Middle,Barg-e Matāl,Luxury Goods,64.22,9,Online,1,1,2.0,High,Somewhat Sensitive,1,9,Medium,Smartphone,PayPal,2024-01-02,True,False,Impulsive,No Preference,10,64.22,2024-01-02,2024,1,January,Tuesday,0,0,Low Value,Somewhat Sensitive,Medium
10-300-8072,46,Female,High,Single,High School,High,Argenteuil,Home Appliances,290.53,3,Online,3,2,1.0,Low,Very Sensitive,0,6,High,Desktop,Debit Card,2024-11-04,True,False,Planned,No Preference,10,290.53,2024-11-04,2024,11,November,Monday,0,0,Potential Loyalists,Very Sensitive,Medium
73-698-2326,39,Male,Middle,Divorced,Bachelor's,High,Daying,Baby Products,251.8,6,Mixed,5,1,2.0,High,Very Sensitive,1,8,Low,Smartphone,Debit Card,2024-07-05,True,True,Impulsive,No Preference,11,251.8,2024-07-05,2024,7,July,Friday,0,0,At Risk,Very Sensitive,Medium
76-561-2427,27,Agender,Middle,Widowed,High School,High,Cane,Travel & Leisure (Flights,198.45,11,Online,3,5,1.0,High,Not Sensitive,2,8,High,Tablet,PayPal,2024-05-04,True,False,Wants-based,No Preference,5,198.45,2024-05-04,2024,5,May,Saturday,0,0,Low Value,Not Sensitive,Medium
92-946-7398,19,Female,High,Widowed,Bachelor's,High,Vilar,Baby Products,358.72,5,In-Store,3,5,1.0,Low,Very Sensitive,0,8,Low,Tablet,Credit Card,2024-02-06,True,True,Impulsive,Standard,12,358.72,2024-02-06,2024,2,February,Tuesday,0,0,At Risk,Very Sensitive,Slow
22-579-3978,40,Male,Middle,Divorced,High School,High,Arendal,Clothing,88.78,10,Online,5,3,0.0,High,Very Sensitive,1,7,Medium,Desktop,PayPal,2024-01-06,False,False,Planned,Standard,13,88.78,2024-01-06,2024,1,January,Saturday,0,0,Low Value,Very Sensitive,Slow
22-352-0576,48,Male,Middle,Married,Bachelor's,Middle,Nabīnagar,Food & Beverages,465.85,10,Online,5,3,2.0,Unknown,Somewhat Sensitive,2,10,Medium,Desktop,PayPal,2024-04-04,True,False,Wants-based,Standard,7,465.85,2024-04-04,2024,4,April,Thursday,0,0,Potential Loyalists,Somewhat Sensitive,Medium
72-006-3769,41,Female,High,Married,Bachelor's,High,São Mateus do Maranhão,Packages),446.11,9,Mixed,3,1,1.0,Medium,Very Sensitive,0,10,Medium,Desktop,PayPal,2024-06-06,True,True,Wants-based,Express,11,446.11,2024-06-06,2024,6,June,Thursday,0,0,Potential Loyalists,Very Sensitive,Medium
47-720-9520,49,Female,Middle,Widowed,Bachelor's,High,Chełmiec,Sports & Outdoors,78.71,5,Online,4,3,1.0,Unknown,Somewhat Sensitive,1,10,Low,Smartphone,PayPal,2024-04-10,True,True,Planned,No Preference,4,78.71,2024-04-10,2024,4,April,Wednesday,0,0,Low Value,Somewhat Sensitive,Fast
42-207-5005,45,Female,Middle,Widowed,High School,High,Santa Marta,Furniture,491.51,2,Mixed,2,5,0.0,Medium,Very Sensitive,1,1,High,Smartphone,PayPal,2024-12-06,True,False,Need-based,No Preference,7,491.51,2024-12-06,2024,12,December,Friday,0,0,Loyal,Very Sensitive,Medium
77-642-7686,38,Female,High,Divorced,High School,High,Liangshuihe,Food & Beverages,178.61,12,Online,5,1,2.0,High,Not Sensitive,0,3,Unknown,Smartphone,Credit Card,2024-07-10,True,False,Impulsive,No Preference,8,178.61,2024-07-10,2024,7,July,Wednesday,0,0,At Risk,Not Sensitive,Medium
00-335-5034,37,Agender,High,Married,Bachelor's,High,Sanxing,Home Appliances,411.4,3,In-Store,1,3,0.0,High,Somewhat Sensitive,2,9,Unknown,Smartphone,PayPal,2024-08-12,True,False,Impulsive,Standard,6,411.4,2024-08-12,2024,8,August,Monday,0,0,Potential Loyalists,Somewhat Sensitive,Medium
54-634-0814,35,Male,High,Divorced,Bachelor's,High,Pasirjaya,Furniture,74.69,10,In-Store,5,3,1.0,Low,Somewhat Sensitive,0,6,Medium,Desktop,PayPal,2024-11-12,False,True,Need-based,No Preference,3,74.69,2024-11-12,2024,11,November,Tuesday,0,0,At Risk,Somewhat Sensitive,Fast
64-769-5737,45,Male,Middle,Widowed,Master's,Middle,Acheng,Home Appliances,430.75,8,Mixed,3,4,2.0,Low,Very Sensitive,1,5,Unknown,Tablet,Cash,2024-04-06,False,False,Need-based,No Preference,6,430.75,2024-04-06,2024,4,April,Saturday,0,0,Potential Loyalists,Very Sensitive,Medium
53-951-2529,25,Male,Middle,Divorced,Master's,High,Burgastai,Electronics,384.26,6,Mixed,4,2,1.0,High,Not Sensitive,0,9,Medium,Smartphone,PayPal,2024-07-11,False,True,Need-based,No Preference,11,384.26,2024-07-11,2024,7,July,Thursday,0,0,Potential Loyalists,Not Sensitive,Medium
65-539-9955,18,Female,High,Single,High School,High,Sertolovo,Health Supplements,397.25,6,Mixed,5,2,1.0,Low,Not Sensitive,1,10,Unknown,Desktop,Cash,2024-08-08,False,True,Wants-based,No Preference,2,397.25,2024-08-08,2024,8,August,Thursday,0,0,Potential Loyalists,Not Sensitive,Fast
89-730-1134,46,Male,Middle,Divorced,High School,Middle,Jixian,Gardening & Outdoors,96.18,3,Mixed,3,4,0.0,Unknown,Somewhat Sensitive,1,9,Medium,Smartphone,Cash,2024-05-05,False,False,Planned,Express,10,96.18,2024-05-05,2024,5,May,Sunday,0,0,Low Value,Somewhat Sensitive,Medium
90-272-5701,28,Male,Middle,Single,Master's,High,Semiletka,Toys & Games,327.32,6,Mixed,4,5,0.0,Unknown,Somewhat Sensitive,0,4,High,Tablet,Other,2024-06-09,True,True,Impulsive,Express,13,327.32,2024-06-09,2024,6,June,Sunday,0,0,At Risk,Somewhat Sensitive,Slow
